uuid,time_min_offset,time_max_offset,x,y,z,confidence,Begin File,Begin Time (s),End Time (s),Begin Date Time,Class,Sound type,Confidence,x_m,y_m,z_m,x_err_low_m,x_err_high_m,x_err_span_m,y_err_low_m,y_err_high_m,y_err_span_m,z_err_low_m,z_err_high_m,z_err_span_m,Energy (dB FS),SNR NIST Quick (dB),source_selection_file
AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt:735,1359.660000000,1359.760000000,-0.599999999999998,0.480000000000003,0.180000000000001,0,AMAR173.4.20220912T153952Z.wav,1359.660000000,1359.760000000,2022/9/12  16:02:31.6600,NA,NA,0,-0.599999999999998,0.480000000000003,0.180000000000001,-0.939999999999998,0.100000000000003,1.04,-0.499999999999998,0.880000000000003,1.38,-1.18,0.680000000000002,1.86,-22.618,17.87,AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt:791,950.090000000,950.230000000,-0.859999999999998,-0.319999999999998,-1.5,0,AMAR173.4.20220912T153952Z.wav,950.090000000,950.230000000,2022/9/12  15:55:42.0900,NA,NA,0,-0.859999999999998,-0.319999999999998,-1.5,-1.36,0.240000000000003,1.6,-0.639999999999998,2.66453525910038e-15,0.640000000000001,-1.5,-1.22,0.28,-7.700,18.55,AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt:797,920.070000000,920.200000000,-0.839999999999998,-0.319999999999998,-1.5,0,AMAR173.4.20220912T153952Z.wav,920.070000000,920.200000000,2022/9/12  15:55:12.0700,NA,NA,0,-0.839999999999998,-0.319999999999998,-1.5,-1.34,0.240000000000003,1.58,-0.639999999999998,2.66453525910038e-15,0.640000000000001,-1.5,-1.22,0.28,-7.664,17.57,AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt:890,1052.040000000,1052.280000000,-0.939999999999998,-0.119999999999997,-0.499999999999999,0,AMAR173.4.20220912T153952Z.wav,1052.040000000,1052.280000000,2022/9/12  15:57:24.0400,NA,NA,0,-0.939999999999998,-0.119999999999997,-0.499999999999999,-1.1,-0.759999999999998,0.34,-0.219999999999998,2.66453525910038e-15,0.22,-0.679999999999999,-0.299999999999999,0.38,-8.274,28.28,AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt:1101,990.080000000,990.230000000,-0.959999999999998,-0.0799999999999974,-0.499999999999999,0,AMAR173.4.20220912T153952Z.wav,990.080000000,990.230000000,2022/9/12  15:56:22.0800,NA,NA,0,-0.959999999999998,-0.0799999999999974,-0.499999999999999,-1.06,-0.819999999999998,0.24,-0.139999999999997,0.0200000000000027,0.16,-0.639999999999999,-0.359999999999999,0.28,-8.655,28.10,AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt:1103,351.190000000,351.300000000,2.66453525910038e-15,-0.759999999999998,0.260000000000002,0,AMAR173.4.20220912T153952Z.wav,351.190000000,351.300000000,2022/9/12  15:45:43.1900,NA,NA,0,2.66453525910038e-15,-0.759999999999998,0.260000000000002,-0.239999999999998,0.220000000000003,0.46,-0.999999999999998,-0.499999999999998,0.5,-0.299999999999999,0.600000000000002,0.900000000000001,-32.985,12.86,AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt:1138,1416.870000000,1417.150000000,0.840000000000003,0.300000000000003,-0.799999999999999,0,AMAR173.4.20220912T153952Z.wav,1416.870000000,1417.150000000,2022/9/12  16:03:28.8700,NA,NA,0,0.840000000000003,0.300000000000003,-0.799999999999999,0.820000000000003,0.900000000000003,0.0800000000000001,0.280000000000003,0.340000000000003,0.0600000000000001,-0.819999999999999,-0.759999999999999,0.0600000000000001,-19.471,18.37,AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt:1142,1006.980000000,1007.240000000,-0.959999999999998,-0.0999999999999974,-0.499999999999999,0,AMAR173.4.20220912T153952Z.wav,1006.980000000,1007.240000000,2022/9/12  15:56:38.9800,NA,NA,0,-0.959999999999998,-0.0999999999999974,-0.499999999999999,-1.12,-0.779999999999998,0.34,-0.199999999999998,0.0200000000000027,0.22,-0.679999999999999,-0.299999999999999,0.38,-8.442,29.58,AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt:1235,965.950000000,966.420000000,-0.959999999999998,-0.0999999999999974,-0.479999999999999,0,AMAR173.4.20220912T153952Z.wav,965.950000000,966.420000000,2022/9/12  15:55:57.9500,NA,NA,0,-0.959999999999998,-0.0999999999999974,-0.479999999999999,-1.1,-0.779999999999998,0.32,-0.199999999999998,2.66453525910038e-15,0.2,-0.639999999999999,-0.299999999999999,0.34,-7.886,23.93,AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt:1385,1004.070000000,1004.240000000,-0.979999999999998,-0.0799999999999974,-0.519999999999999,0,AMAR173.4.20220912T153952Z.wav,1004.070000000,1004.240000000,2022/9/12  15:56:36.0700,NA,NA,0,-0.979999999999998,-0.0799999999999974,-0.519999999999999,-1.1,-0.819999999999998,0.28,-0.159999999999997,0.0200000000000027,0.18,-0.659999999999999,-0.339999999999999,0.32,-8.702,27.35,AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt:1478,1013.070000000,1013.220000000,-0.979999999999998,-0.0799999999999974,-0.459999999999999,0,AMAR173.4.20220912T153952Z.wav,1013.070000000,1013.220000000,2022/9/12  15:56:45.0700,NA,NA,0,-0.979999999999998,-0.0799999999999974,-0.459999999999999,-1.06,-0.879999999999998,0.18,-0.119999999999997,2.66453525910038e-15,0.12,-0.539999999999999,-0.319999999999999,0.22,-8.448,26.46,AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt:1489,590.590000000,590.660000000,0.480000000000003,-0.579999999999998,0.100000000000001,0,AMAR173.4.20220912T153952Z.wav,590.590000000,590.660000000,2022/9/12  15:49:42.5900,NA,NA,0,0.480000000000003,-0.579999999999998,0.100000000000001,0.240000000000003,0.700000000000003,0.46,-0.759999999999998,-0.319999999999998,0.44,-0.219999999999999,0.360000000000002,0.580000000000001,-32.217,15.89,AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt:1570,962.870000000,962.960000000,-0.879999999999998,-0.979999999999998,-0.96,0,AMAR173.4.20220912T153952Z.wav,962.870000000,962.960000000,2022/9/12  15:55:54.8700,NA,NA,0,-0.879999999999998,-0.979999999999998,-0.96,-1.46,0.480000000000003,1.94,-1.74,0.200000000000003,1.94,-1.26,-0.219999999999999,1.04,-31.383,17.19,AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt:1698,1041.070000000,1041.220000000,-0.779999999999998,-0.199999999999998,-0.699999999999999,0,AMAR173.4.20220912T153952Z.wav,1041.070000000,1041.220000000,2022/9/12  15:57:13.0700,NA,NA,0,-0.779999999999998,-0.199999999999998,-0.699999999999999,-1.02,-0.479999999999998,0.54,-0.379999999999998,-0.0199999999999974,0.36,-1.02,-0.359999999999999,0.660000000000001,-8.370,27.30,AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt:1702,1031.070000000,1031.300000000,-0.879999999999998,-0.139999999999997,-0.579999999999999,0,AMAR173.4.20220912T153952Z.wav,1031.070000000,1031.300000000,2022/9/12  15:57:03.0700,NA,NA,0,-0.879999999999998,-0.139999999999997,-0.579999999999999,-1.12,-0.559999999999998,0.56,-0.299999999999998,0.0400000000000027,0.34,-0.879999999999999,-0.279999999999999,0.600000000000001,-8.533,30.16,AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt:1736,969.070000000,969.220000000,-0.999999999999998,-0.0399999999999974,-0.459999999999999,0,AMAR173.4.20220912T153952Z.wav,969.070000000,969.220000000,2022/9/12  15:56:01.0700,NA,NA,0,-0.999999999999998,-0.0399999999999974,-0.459999999999999,-1.12,-0.839999999999998,0.28,-0.119999999999997,0.0400000000000027,0.16,-0.599999999999999,-0.279999999999999,0.32,-8.667,28.74,AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt:1784,1018.080000000,1018.230000000,-0.979999999999998,-0.0599999999999974,-0.479999999999999,0,AMAR173.4.20220912T153952Z.wav,1018.080000000,1018.230000000,2022/9/12  15:56:50.0800,NA,NA,0,-0.979999999999998,-0.0599999999999974,-0.479999999999999,-1.08,-0.859999999999998,0.22,-0.119999999999997,0.0200000000000027,0.14,-0.599999999999999,-0.339999999999999,0.26,-8.418,29.11,AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt:1799,1008.000000000,1008.220000000,-0.999999999999998,-0.0599999999999974,-0.459999999999999,0,AMAR173.4.20220912T153952Z.wav,1008.000000000,1008.220000000,2022/9/12  15:56:40.0000,NA,NA,0,-0.999999999999998,-0.0599999999999974,-0.459999999999999,-1.1,-0.879999999999998,0.22,-0.119999999999997,0.0200000000000027,0.14,-0.579999999999999,-0.339999999999999,0.24,-8.552,28.84,AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt:1847,236.540000000,237.020000000,0.760000000000003,-0.659999999999998,0.320000000000002,0,AMAR173.4.20220912T153952Z.wav,236.540000000,237.020000000,2022/9/12  15:43:48.5400,NA,NA,0,0.760000000000003,-0.659999999999998,0.320000000000002,0.560000000000003,0.960000000000004,0.4,-0.859999999999998,-0.419999999999998,0.44,-0.0399999999999987,0.660000000000002,0.700000000000001,-12.844,17.43,AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt:1908,618.000000000,618.180000000,-0.939999999999998,-0.339999999999998,-0.0999999999999988,0,AMAR173.4.20220912T153952Z.wav,618.000000000,618.180000000,2022/9/12  15:50:10.0000,NA,NA,0,-0.939999999999998,-0.339999999999998,-0.0999999999999988,-0.979999999999998,-0.859999999999998,0.12,-0.379999999999998,-0.279999999999998,0.1,-0.139999999999999,-0.0199999999999987,0.12,-18.028,16.28,AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt:2127,571.930000000,572.030000000,-0.719999999999998,0.340000000000003,0.780000000000002,0,AMAR173.4.20220912T153952Z.wav,571.930000000,572.030000000,2022/9/12  15:49:23.9300,NA,NA,0,-0.719999999999998,0.340000000000003,0.780000000000002,-0.759999999999998,-0.679999999999998,0.0800000000000001,0.300000000000003,0.400000000000003,0.1,0.700000000000002,0.860000000000002,0.16,-24.574,22.96,AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt:2217,292.770000000,292.900000000,-0.999999999999998,-0.319999999999998,-0.699999999999999,0,AMAR173.4.20220912T153952Z.wav,292.770000000,292.900000000,2022/9/12  15:44:44.7700,NA,NA,0,-0.999999999999998,-0.319999999999998,-0.699999999999999,-1.16,-0.819999999999998,0.34,-0.419999999999998,-0.199999999999998,0.22,-0.879999999999999,-0.499999999999999,0.38,-31.437,13.05,AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt:2219,964.080000000,964.420000000,-0.939999999999998,-0.119999999999997,-0.479999999999999,0,AMAR173.4.20220912T153952Z.wav,964.080000000,964.420000000,2022/9/12  15:55:56.0800,NA,NA,0,-0.939999999999998,-0.119999999999997,-0.479999999999999,-1.08,-0.779999999999998,0.3,-0.219999999999998,-0.0199999999999974,0.2,-0.639999999999999,-0.299999999999999,0.34,-8.380,29.19,AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt:2285,574.810000000,574.910000000,0.800000000000003,0.980000000000004,-1.5,0,AMAR173.4.20220912T153952Z.wav,574.810000000,574.910000000,2022/9/12  15:49:26.8100,NA,NA,0,0.800000000000003,0.980000000000004,-1.5,-0.0199999999999974,1.6,1.62,-0.0599999999999974,1.76,1.82,-1.5,-1.12,0.38,-30.195,13.04,AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt:2345,490.980000000,491.050000000,-0.459999999999998,-0.219999999999998,-1.08,0,AMAR173.4.20220912T153952Z.wav,490.980000000,491.050000000,2022/9/12  15:48:02.9800,NA,NA,0,-0.459999999999998,-0.219999999999998,-1.08,-0.799999999999998,-0.0599999999999974,0.740000000000001,-0.499999999999998,0.0800000000000027,0.580000000000001,-1.4,-0.679999999999999,0.720000000000001,-23.743,21.14,AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt:2401,145.390000000,145.730000000,-0.159999999999997,-0.559999999999998,-0.0599999999999987,0,AMAR173.4.20220912T153952Z.wav,145.390000000,145.730000000,2022/9/12  15:42:17.3900,NA,NA,0,-0.159999999999997,-0.559999999999998,-0.0599999999999987,-0.179999999999997,-0.119999999999997,0.0600000000000001,-0.579999999999998,-0.519999999999998,0.0600000000000001,-0.0999999999999988,1.33226762955019e-15,0.1,-17.102,17.25,AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt:2808,830.760000000,830.820000000,-0.679999999999998,0.480000000000003,0.180000000000001,0,AMAR173.4.20220912T153952Z.wav,830.760000000,830.820000000,2022/9/12  15:53:42.7600,NA,NA,0,-0.679999999999998,0.480000000000003,0.180000000000001,-1.08,-0.239999999999998,0.840000000000001,0.0400000000000027,0.840000000000003,0.800000000000001,-0.739999999999999,0.780000000000002,1.52,-20.566,14.91,AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt:2851,984.080000000,984.260000000,-0.999999999999998,-0.0799999999999974,-0.479999999999999,0,AMAR173.4.20220912T153952Z.wav,984.080000000,984.260000000,2022/9/12  15:56:16.0800,NA,NA,0,-0.999999999999998,-0.0799999999999974,-0.479999999999999,-1.08,-0.899999999999998,0.18,-0.119999999999997,2.66453525910038e-15,0.12,-0.559999999999999,-0.359999999999999,0.2,-8.499,29.20,AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt:2998,1005.000000000,1005.210000000,-0.999999999999998,-0.0799999999999974,-0.559999999999999,0,AMAR173.4.20220912T153952Z.wav,1005.000000000,1005.210000000,2022/9/12  15:56:37.0000,NA,NA,0,-0.999999999999998,-0.0799999999999974,-0.559999999999999,-1.12,-0.839999999999998,0.28,-0.159999999999997,2.66453525910038e-15,0.16,-0.699999999999999,-0.379999999999999,0.32,-8.551,32.35,AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T160952Z.wav.chan0.Table.1.selections.FS.txt:44,769.060000000,769.210000000,-0.839999999999998,-0.159999999999997,-0.679999999999999,0,AMAR173.4.20220912T160952Z.wav,769.060000000,769.210000000,2022/9/12  16:22:41.0600,NA,NA,0,-0.839999999999998,-0.159999999999997,-0.679999999999999,-1.02,-0.659999999999998,0.36,-0.259999999999998,-0.0199999999999974,0.24,-0.899999999999999,-0.419999999999999,0.48,-8.575,29.26,AMAR173.4.20220912T160952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T160952Z.wav.chan0.Table.1.selections.FS.txt:54,775.060000000,775.240000000,-0.939999999999998,-0.0999999999999974,-0.579999999999999,0,AMAR173.4.20220912T160952Z.wav,775.060000000,775.240000000,2022/9/12  16:22:47.0600,NA,NA,0,-0.939999999999998,-0.0999999999999974,-0.579999999999999,-1.08,-0.779999999999998,0.3,-0.179999999999997,2.66453525910038e-15,0.18,-0.739999999999999,-0.379999999999999,0.36,-8.588,27.84,AMAR173.4.20220912T160952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T160952Z.wav.chan0.Table.1.selections.FS.txt:89,791.800000000,792.230000000,-0.679999999999998,-0.579999999999998,-0.279999999999999,0,AMAR173.4.20220912T160952Z.wav,791.800000000,792.230000000,2022/9/12  16:23:03.8000,NA,NA,0,-0.679999999999998,-0.579999999999998,-0.279999999999999,-0.759999999999998,-0.539999999999998,0.22,-0.679999999999998,-0.479999999999998,0.2,-0.379999999999999,-0.179999999999999,0.2,-5.569,25.96,AMAR173.4.20220912T160952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T160952Z.wav.chan0.Table.1.selections.FS.txt:146,822.070000000,822.290000000,-0.719999999999998,-0.419999999999998,-1.5,0,AMAR173.4.20220912T160952Z.wav,822.070000000,822.290000000,2022/9/12  16:23:34.0700,NA,NA,0,-0.719999999999998,-0.419999999999998,-1.5,-1.26,0.600000000000003,1.86,-0.839999999999998,0.0200000000000027,0.860000000000001,-1.5,-1.2,0.3,-6.810,27.10,AMAR173.4.20220912T160952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T160952Z.wav.chan0.Table.1.selections.FS.txt:194,845.060000000,845.210000000,-0.959999999999998,-0.0599999999999974,-0.519999999999999,0,AMAR173.4.20220912T160952Z.wav,845.060000000,845.210000000,2022/9/12  16:23:57.0600,NA,NA,0,-0.959999999999998,-0.0599999999999974,-0.519999999999999,-1.14,-0.719999999999998,0.42,-0.179999999999997,0.0600000000000027,0.24,-0.759999999999999,-0.279999999999999,0.48,-8.806,29.60,AMAR173.4.20220912T160952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T160952Z.wav.chan0.Table.1.selections.FS.txt:196,846.040000000,846.210000000,-0.939999999999998,-0.0999999999999974,-0.519999999999999,0,AMAR173.4.20220912T160952Z.wav,846.040000000,846.210000000,2022/9/12  16:23:58.0400,NA,NA,0,-0.939999999999998,-0.0999999999999974,-0.519999999999999,-1.06,-0.819999999999998,0.24,-0.159999999999997,2.66453525910038e-15,0.16,-0.659999999999999,-0.379999999999999,0.28,-8.761,29.43,AMAR173.4.20220912T160952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T160952Z.wav.chan0.Table.1.selections.FS.txt:220,859.060000000,859.260000000,-0.979999999999998,-0.0799999999999974,-0.499999999999999,0,AMAR173.4.20220912T160952Z.wav,859.060000000,859.260000000,2022/9/12  16:24:11.0600,NA,NA,0,-0.979999999999998,-0.0799999999999974,-0.499999999999999,-1.1,-0.819999999999998,0.28,-0.159999999999997,0.0200000000000027,0.18,-0.639999999999999,-0.319999999999999,0.32,-8.725,26.79,AMAR173.4.20220912T160952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T160952Z.wav.chan0.Table.1.selections.FS.txt:222,860.060000000,860.320000000,-0.899999999999998,-0.159999999999997,-0.519999999999999,0,AMAR173.4.20220912T160952Z.wav,860.060000000,860.320000000,2022/9/12  16:24:12.0600,NA,NA,0,-0.899999999999998,-0.159999999999997,-0.519999999999999,-1.3,0.0800000000000027,1.38,-0.399999999999998,0.120000000000003,0.52,-0.919999999999999,-0.0999999999999988,0.820000000000001,-8.607,28.95,AMAR173.4.20220912T160952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T160952Z.wav.chan0.Table.1.selections.FS.txt:242,865.580000000,865.680000000,-0.939999999999998,0.840000000000003,0.840000000000002,0,AMAR173.4.20220912T160952Z.wav,865.580000000,865.680000000,2022/9/12  16:24:17.5800,NA,NA,0,-0.939999999999998,0.840000000000003,0.840000000000002,-0.939999999999998,-0.919999999999998,0.02,0.820000000000003,0.860000000000003,0.04,0.820000000000002,0.880000000000002,0.0600000000000001,-24.720,21.57,AMAR173.4.20220912T160952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T160952Z.wav.chan0.Table.1.selections.FS.txt:320,899.050000000,899.210000000,-0.999999999999998,-0.0799999999999974,-0.399999999999999,0,AMAR173.4.20220912T160952Z.wav,899.050000000,899.210000000,2022/9/12  16:24:51.0500,NA,NA,0,-0.999999999999998,-0.0799999999999974,-0.399999999999999,-1.06,-0.919999999999998,0.14,-0.119999999999997,-0.0199999999999974,0.1,-0.459999999999999,-0.299999999999999,0.16,-8.821,26.57,AMAR173.4.20220912T160952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T160952Z.wav.chan0.Table.1.selections.FS.txt:357,914.070000000,914.220000000,-0.999999999999998,-0.0599999999999974,-0.479999999999999,0,AMAR173.4.20220912T160952Z.wav,914.070000000,914.220000000,2022/9/12  16:25:06.0700,NA,NA,0,-0.999999999999998,-0.0599999999999974,-0.479999999999999,-1.08,-0.879999999999998,0.2,-0.119999999999997,2.66453525910038e-15,0.12,-0.599999999999999,-0.359999999999999,0.24,-8.720,30.45,AMAR173.4.20220912T160952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T160952Z.wav.chan0.Table.1.selections.FS.txt:379,921.060000000,921.240000000,-0.979999999999998,-0.0999999999999974,-0.479999999999999,0,AMAR173.4.20220912T160952Z.wav,921.060000000,921.240000000,2022/9/12  16:25:13.0600,NA,NA,0,-0.979999999999998,-0.0999999999999974,-0.479999999999999,-1.08,-0.859999999999998,0.22,-0.159999999999997,-0.0199999999999974,0.14,-0.599999999999999,-0.339999999999999,0.26,-8.630,27.92,AMAR173.4.20220912T160952Z.wav.chan0.Table.1.selections.FS.txt
