Selection,View,Channel,Begin Time (s),End Time (s),Delta Time (s),Low Freq (Hz),High Freq (Hz),Begin Path,File Offset (s),Begin File,Agg Entropy (bits),Avg Amp (U),Avg Entropy (bits),Avg Power Density (dB FS/Hz),BW 50% (Hz),BW 90% (Hz),Begin Clock Time,Begin Date,Begin Date Time,Beg File Samp (samples),Begin Hour,Begin Sample (samples),Center Freq (Hz),Center Time (s),Center Time Rel.,Delta Freq (Hz),Delta Power (dB/Hz),Dur 50% (s),Dur 90% (s),End Clock Time,End Date,End File,End File Samp (samples),End Path,End Sample (samples),Energy (dB FS),F-RMS Amp (U),Freq 25% (Hz),Freq 5% (Hz),Freq 75% (Hz),Freq 95% (Hz),Freq Contour  5% (Hz),Freq Contour 25% (Hz),Freq Contour 50% (Hz),Freq Contour 75% (Hz),Freq Contour 95% (Hz),Inband Power (dB FS),Length (frames),Leq (dB FS),Max Amp (U),Max Bearing (deg),Max Entropy (bits),Max Freq (Hz),Max Time (s),Min Amp (U),Min Entropy (bits),Min Time (s),Peak Amp (U),Peak Corr (U),Peak Freq (Hz),Peak Freq Contour (Hz),PFC Avg Slope (Hz/ms),PFC Max Freq (Hz),PFC Max Slope (Hz/ms),PFC Min Freq (Hz),PFC Min Slope (Hz/ms),PFC Num Inf Pts,PFC Slope (Hz/ms),Peak Lag (s),Peak Power Density (dB FS/Hz),Peak Time (s),Peak Time Relative,RMS Amp (U),SEL (dB FS),SNR NIST Quick (dB),Sample Length (samples),Time 25% (s),Time 25% Rel.,Time 5% (s),Time 5% Rel.,Time 75% (s),Time 75% Rel.,Time 95% (s),Time 95% Rel.,Class,Sound type,Software,Confidence,x_m,y_m,z_m,x_err_low_m,x_err_high_m,x_err_span_m,y_err_low_m,y_err_high_m,y_err_span_m,z_err_low_m,z_err_high_m,z_err_span_m,tdoa_sec,tdoa_errors_std_sec,best_freq_band_hz,corr_val,selec.file,s,t,n,source_selection_file,a,Edits
3257,Spectrogram 1,1,1597.89,1597.96,0.07,0.0,101.562,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T230952Z.wav,1597.89,AMAR173.4.20220913T230952Z.wav,1.627,,1.618,-75.86,7.812,39.062,23:36:29.8900,2022/9/13,2022/9/13  23:36:29.8900,51132480.0,23.0,51132480.0,0.0,1597.952,1.0,101.562,,0.032,0.032,23:36:29.9600,2022/9/13,AMAR173.4.20220913T230952Z.wav,51134720.0,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T230952Z.wav,51134720.0,-31.282,,0.0,0.0,7.812,39.062,0.000,0.000,0.000,7.812,39.062,-64.39,2.0,,,,1.634,0.0,1597.952,,1.602,,,,0.0,0.000,,0.0,0.0,0.0,179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000,0.0,,,-66.54,1597.952,1.0,,,11.48,2241.0,1597.92,0.0,1597.92,0.0,1597.952,1.0,1597.952,1.0,,,BlobDetector,0.0,-0.359999999999998,-0.359999999999998,-0.94,-0.679999999999998,-0.0199999999999974,0.660000000000001,-0.679999999999998,2.66453525910038e-15,0.680000000000001,-1.3,-0.479999999999999,0.820000000000001,[0.000e+00 3.200e-05 1.000e-05 1.200e-05 1.115e-03],0.0002512478155093,"[0.0, 101.5625]",[0.85681975 0.8727318  0.92684343 0.61644245 0.68224179],AMAR173.4.20220913T230952Z.wav.chan0.Table.1.selections.txt,,,,AMAR173.4.20220913T230952Z.wav.chan0.Table.1.selections.FS.txt,,
3328,Spectrogram 1,1,1040.42,1040.55,0.13,0.0,2007.812,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T230952Z.wav,1040.42,AMAR173.4.20220913T230952Z.wav,7.914,,7.598,-68.63,937.5,1710.938,23:27:12.4200,2022/9/13,2022/9/13  23:27:12.4200,33293440.0,23.0,33293440.0,867.188,1040.512,0.6667,2007.812,,0.0,0.064,23:27:12.5500,2022/9/13,AMAR173.4.20220913T230952Z.wav,33297600.0,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T230952Z.wav,33297599.0,-8.393,,437.5,140.625,1375.0,1851.562,93.750;140.625;140.625;117.188,234.375;429.688;445.312;367.188,640.625;859.375;867.188;843.750,1406.250;1367.188;1375.000;1414.062,1664.062;1851.562;1851.562;1828.125,-44.52,4.0,,,,7.92,187.5,1040.512,,7.023,,,,187.5,125.000;187.500;187.500;1562.500,14.974,1562.5,42.969,125.0,0.000,0.0,1.953;0.000;42.969,,-59.68,1040.512,0.6667,,,19.45,4160.0,1040.512,0.6667,1040.48,0.3333,1040.512,0.6667,1040.544,1.0,,,BlobDetector,0.0,-0.959999999999998,-0.0799999999999974,-0.599999999999999,-1.08,-0.799999999999998,0.28,-0.159999999999997,2.66453525910038e-15,0.16,-0.759999999999999,-0.419999999999999,0.34,[-1.75e-04 -1.00e-06  4.03e-04 -1.82e-04  8.43e-04],9.37948168622487e-05,"[0.0, 501.953125]",[0.87310708 0.98867781 0.97198312 0.87159802 0.96383401],AMAR173.4.20220913T230952Z.wav.chan0.Table.1.selections.txt,,,,AMAR173.4.20220913T230952Z.wav.chan0.Table.1.selections.FS.txt,,
3335,Spectrogram 1,1,1538.65,1538.82,0.17,0.0,156.25,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T230952Z.wav,1538.65,AMAR173.4.20220913T230952Z.wav,1.665,,1.619,-72.29,7.812,125.0,23:35:30.6500,2022/9/13,2022/9/13  23:35:30.6500,49236800.0,23.0,49236800.0,0.0,1538.752,0.6,156.25,,0.096,0.16,23:35:30.8200,2022/9/13,AMAR173.4.20220913T230952Z.wav,49242240.0,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T230952Z.wav,49242240.0,-21.182,,0.0,0.0,7.812,125.0,0.000;0.000;0.000;0.000;0.000;0.000,0.000;0.000;0.000;0.000;0.000;0.000,0.000;0.000;0.000;0.000;0.000;7.812,7.812;7.812;7.812;7.812;7.812;7.812,101.562;78.125;93.750;46.875;132.812;132.812,-59.07,6.0,,,,2.058,0.0,1538.752,,1.481,,,,0.0,0.000;0.000;0.000;0.000;0.000;0.000,0.0,0.0,0.0,0.0,0.000,0.0,0.000;0.000;0.000;0.000;0.000,,-61.11,1538.752,0.6,,,17.1,5441.0,1538.688,0.2,1538.656,0.0,1538.784,0.8,1538.816,1.0,,,BlobDetector,0.0,0.520000000000003,0.840000000000003,-1.5,0.0200000000000027,1.08,1.06,0.100000000000003,1.44,1.34,-1.5,-1.24,0.26,[ 4.60e-05  5.49e-04 -4.00e-05 -1.87e-04 -3.30e-05],0.0002384906428516,"[0.0, 156.25]",[0.77454392 0.56236098 0.62100406 0.717972   0.54075457],AMAR173.4.20220913T230952Z.wav.chan0.Table.1.selections.txt,,,,AMAR173.4.20220913T230952Z.wav.chan0.Table.1.selections.FS.txt,,
3827,Spectrogram 1,1,917.42,917.66,0.24,0.0,2007.812,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T230952Z.wav,917.42,AMAR173.4.20220913T230952Z.wav,7.334,,5.998,-69.19,929.688,1687.5,23:25:09.4200,2022/9/13,2022/9/13  23:25:09.4200,29357440.0,23.0,29357440.0,476.562,917.504,0.3333,2007.812,,0.032,0.16,23:25:09.6600,2022/9/13,AMAR173.4.20220913T230952Z.wav,29365120.0,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T230952Z.wav,29365120.0,-6.523,,148.438,78.125,1078.125,1765.625,7.812;117.188;117.188;101.562;0.000;0.000,218.750;375.000;296.875;132.812;125.000;125.000,359.375;828.125;710.938;140.625;132.812;132.812,984.375;1320.312;1242.188;257.812;218.750;257.812,1750.000;1843.750;1820.312;664.062;1351.562;1226.562,-45.08,7.0,,,,7.893,132.812,917.568,,4.265,,,,132.812,218.750;218.750;140.625;132.812;132.812;132.812,-0.537,218.75,0.0,132.812,-2.441,0.0,0.000;-2.441;-0.244;0.000;0.000,,-51.35,917.568,0.6667,,,20.08,7681.0,917.504,0.3333,917.472,0.1667,917.536,0.5,917.632,1.0,,,BlobDetector,0.0,-0.799999999999998,-0.379999999999998,-1.5,-1.34,0.400000000000003,1.74,-0.739999999999998,0.0200000000000027,0.760000000000001,-1.5,-1.22,0.28,[-4.01e-04 -7.50e-05 -2.11e-04 -3.87e-04  8.04e-04],0.0002206998967404,"[1003.90625, 1505.859375]",[0.92505719 0.99321787 0.93033619 0.92715829 0.84820779],AMAR173.4.20220913T230952Z.wav.chan0.Table.1.selections.txt,,,,AMAR173.4.20220913T230952Z.wav.chan0.Table.1.selections.FS.txt,,
3855,Spectrogram 1,1,886.42,886.54,0.12,0.0,2007.812,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T230952Z.wav,886.42,AMAR173.4.20220913T230952Z.wav,7.305,,6.31,-67.21,976.562,1671.875,23:24:38.4200,2022/9/13,2022/9/13  23:24:38.4200,28365440.0,23.0,28365440.0,585.938,886.496,0.6667,2007.812,,0.064,0.096,23:24:38.5400,2022/9/13,AMAR173.4.20220913T230952Z.wav,28369280.0,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T230952Z.wav,28369280.0,-6.965,,234.375,125.0,1210.938,1796.875,125.000;132.812;125.000,132.812;359.375;335.938,218.750;843.750;828.125,273.438;1351.562;1343.750,1382.812;1835.938;1851.562,-43.09,4.0,,,,7.68,132.812,886.432,,4.794,,,,132.812,132.812;132.812;265.625,2.075,265.625,4.15,132.812,0.000,0.0,0.000;4.150,,-52.44,886.432,0.0,,,17.25,3841.0,886.464,0.3333,886.432,0.0,886.528,1.0,886.528,1.0,,,BlobDetector,0.0,-0.879999999999998,-0.279999999999998,-1.5,-1.42,0.180000000000003,1.6,-0.579999999999998,0.0200000000000027,0.600000000000001,-1.5,-1.2,0.3,[-4.04e-04 -7.70e-05 -1.02e-04 -3.82e-04  6.52e-04],0.0001998761419672,"[1505.859375, 2007.8125]",[0.97181848 0.99313979 0.77866194 0.97279139 0.71649068],AMAR173.4.20220913T230952Z.wav.chan0.Table.1.selections.txt,,,end,AMAR173.4.20220913T230952Z.wav.chan0.Table.1.selections.FS.txt,,
61,Spectrogram 1,1,999.34,999.77,0.43,0.0,2007.812,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T233952Z.wav,999.34,AMAR173.4.20220913T233952Z.wav,7.917,,6.071,-73.99,921.875,1742.188,23:56:31.3400,2022/9/13,2022/9/13  23:56:31.3400,31978880.0,23.0,31978880.0,820.312,999.52,0.4167,2007.812,,0.032,0.064,23:56:31.7700,2022/9/13,AMAR173.4.20220913T233952Z.wav,31992640.0,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T233952Z.wav,31992640.0,-8.633,,406.25,93.75,1328.125,1835.938,0.000;0.000;0.000;132.812;132.812;7.812;0.000;0.000;0.000;0.000;0.000;0.000,0.000;7.812;0.000;445.312;437.500;257.812;0.000;7.812;7.812;7.812;429.688;7.812,7.812;507.812;7.812;843.750;835.938;625.000;164.062;734.375;640.625;656.250;1414.062;867.188,835.938;859.375;742.188;1335.938;1328.125;1070.312;1039.062;1554.688;1328.125;1507.812;1687.500;1500.000,1554.688;1445.312;1609.375;1835.938;1843.750;1781.250;1781.250;1875.000;1859.375;1859.375;1929.688;1921.875,-49.88,13.0,,,,7.94,187.5,999.52,,4.038,,,,187.5,0.000;0.000;0.000;187.500;187.500;0.000;0.000;0.000;0.000;0.000;0.000;0.000,0.0,187.5,5.859,0.0,-5.859,1.0,0.000;0.000;5.859;0.000;-5.859;0.000;0.000;0.000;0.000;0.000;0.000,,-61.78,999.52,0.4167,,,25.4,13761.0,999.488,0.3333,999.488,0.3333,999.52,0.4167,999.552,0.5,,,BlobDetector,0.0,-0.939999999999998,-0.119999999999997,-0.499999999999999,-1.12,-0.719999999999998,0.4,-0.239999999999998,0.0200000000000027,0.26,-0.699999999999999,-0.279999999999999,0.42,[-0.000165  0.        0.00049  -0.000147  0.00108 ],0.0001413428009564,"[0.0, 501.953125]",[0.86012936 0.98527895 0.95424075 0.87906621 0.77939807],AMAR173.4.20220913T233952Z.wav.chan0.Table.1.selections.txt,,,,AMAR173.4.20220913T233952Z.wav.chan0.Table.1.selections.FS.txt,,
184,Spectrogram 1,1,965.37,965.64,0.27,0.0,2007.812,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T233952Z.wav,965.37,AMAR173.4.20220913T233952Z.wav,7.856,,4.99,-72.06,945.312,1820.312,23:55:57.3700,2022/9/13,2022/9/13  23:55:57.3700,30891840.0,23.0,30891840.0,781.25,965.504,0.5,2007.812,,0.0,0.064,23:55:57.6400,2022/9/13,AMAR173.4.20220913T233952Z.wav,30900480.0,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T233952Z.wav,30900480.0,-8.302,,359.375,7.812,1304.688,1828.125,0.000;0.000;0.000;125.000;78.125;0.000;0.000;0.000,0.000;0.000;156.250;414.062;367.188;0.000;0.000;0.000,7.812;7.812;640.625;820.312;781.250;7.812;7.812;7.812,7.812;7.812;1195.312;1320.312;1304.688;359.375;1000.000;1546.875,1265.625;1203.125;1804.688;1835.938;1828.125;1453.125;1867.188;1914.062,-47.95,9.0,,,,7.938,148.438,965.504,,2.577,,,,148.438,0.000;0.000;0.000;148.438;0.000;0.000;0.000;0.000,0.0,148.438,4.639,0.0,-4.639,1.0,0.000;0.000;4.639;-4.639;0.000;0.000;0.000,,-61.66,965.504,0.5,,,27.63,8641.0,965.504,0.5,965.472,0.375,965.504,0.5,965.536,0.625,,,BlobDetector,0.0,-0.959999999999998,-0.0999999999999974,-0.499999999999999,-1.06,-0.799999999999998,0.26,-0.179999999999997,-0.0199999999999974,0.16,-0.619999999999999,-0.339999999999999,0.28,[-0.000163  0.        0.000476 -0.000153  0.000942],9.08950878419892e-05,"[0.0, 501.953125]",[0.86391043 0.98669321 0.95657338 0.86864706 0.84241068],AMAR173.4.20220913T233952Z.wav.chan0.Table.1.selections.txt,,,,AMAR173.4.20220913T233952Z.wav.chan0.Table.1.selections.FS.txt,,
203,Spectrogram 1,1,887.28,887.56,0.28,0.0,2007.812,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T233952Z.wav,887.28,AMAR173.4.20220913T233952Z.wav,7.948,,6.757,-72.38,945.312,1726.562,23:54:39.2800,2022/9/13,2022/9/13  23:54:39.2800,28392960.0,23.0,28392960.0,835.938,887.52,0.875,2007.812,,0.032,0.032,23:54:39.5600,2022/9/13,AMAR173.4.20220913T233952Z.wav,28401920.0,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T233952Z.wav,28401919.0,-8.616,,421.875,117.188,1367.188,1843.75,0.000;0.000;0.000;0.000;0.000;132.812;132.812;0.000,7.812;132.812;500.000;7.812;484.375;437.500;421.875;226.562,210.938;1242.188;1109.375;398.438;1390.625;843.750;828.125;648.438,1015.625;1625.000;1546.875;1351.562;1734.375;1375.000;1351.562;1203.125,1828.125;1976.562;1968.750;1914.062;1976.562;1851.562;1835.938;1796.875,-48.26,9.0,,,,7.946,226.562,887.52,,5.868,,,,226.562,0.000;0.000;0.000;0.000;0.000;218.750;226.562;0.000,0.0,226.562,6.836,0.0,-7.08,1.0,0.000;0.000;0.000;0.000;6.836;0.244;-7.080,,-62.23,887.52,0.875,,,27.34,8960.0,887.488,0.75,887.488,0.75,887.52,0.875,887.52,0.875,,,BlobDetector,0.0,-0.939999999999998,-0.139999999999997,-0.499999999999999,-1.24,-0.519999999999998,0.720000000000001,-0.339999999999998,0.0600000000000027,0.4,-0.819999999999999,-0.159999999999999,0.660000000000001,[-0.000174  0.        0.000504 -0.000156  0.001227],0.0002070006334411,"[0.0, 501.953125]",[0.87776584 0.98782803 0.97113007 0.89148264 0.91646514],AMAR173.4.20220913T233952Z.wav.chan0.Table.1.selections.txt,,,,AMAR173.4.20220913T233952Z.wav.chan0.Table.1.selections.FS.txt,,
234,Spectrogram 1,1,804.23,804.57,0.34,0.0,2007.812,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T233952Z.wav,804.23,AMAR173.4.20220913T233952Z.wav,7.909,,5.598,-72.69,937.5,1765.625,23:53:16.2300,2022/9/13,2022/9/13  23:53:16.2300,25735360.0,23.0,25735360.0,812.5,804.512,0.8889,2007.812,,0.032,0.032,23:53:16.5700,2022/9/13,AMAR173.4.20220913T233952Z.wav,25746240.0,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T233952Z.wav,25746240.0,-8.473,,390.625,78.125,1328.125,1843.75,0.000;0.000;0.000;0.000;0.000;0.000;132.812;132.812;0.000,7.812;7.812;0.000;0.000;0.000;0.000;421.875;421.875;7.812,390.625;367.188;7.812;7.812;7.812;7.812;835.938;835.938;515.625,812.500;789.062;578.125;585.938;70.312;1078.125;1343.750;1343.750;1117.188,1515.625;1593.750;1593.750;1664.062;1710.938;1820.312;1851.562;1851.562;1781.250,-48.58,10.0,,,,7.949,156.25,804.512,,3.496,,,,156.25,0.000;0.000;0.000;0.000;0.000;0.000;148.438;156.250;0.000,0.0,156.25,4.639,0.0,-4.883,1.0,0.000;0.000;0.000;0.000;0.000;4.639;0.244;-4.883,,-62.79,804.512,0.8889,,,28.34,10881.0,804.48,0.7778,804.48,0.7778,804.512,0.8889,804.512,0.8889,,,BlobDetector,0.0,-0.999999999999998,-0.0999999999999974,-0.539999999999999,-1.14,-0.839999999999998,0.3,-0.179999999999997,2.66453525910038e-15,0.18,-0.679999999999999,-0.339999999999999,0.34,[-1.96e-04 -8.00e-06  4.73e-04 -1.97e-04  9.81e-04],0.0001040345883687,"[0.0, 501.953125]",[0.88159425 0.98684322 0.98072548 0.87929997 0.71902215],AMAR173.4.20220913T233952Z.wav.chan0.Table.1.selections.txt,,,,AMAR173.4.20220913T233952Z.wav.chan0.Table.1.selections.FS.txt,,
262,Spectrogram 1,1,1403.7,1403.89,0.19,460.938,2007.812,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T233952Z.wav,1403.7,AMAR173.4.20220913T233952Z.wav,6.857,,6.765,-75.84,296.875,1210.938,0:03:15.7000,2022/9/14,2022/9/14  0:03:15.7000,44918400.0,0.0,44918400.0,1718.75,1403.808,0.6,1546.875,,0.032,0.032,0:03:15.8900,2022/9/14,AMAR173.4.20220913T233952Z.wav,44924480.0,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T233952Z.wav,44924480.0,-14.965,,1515.625,750.0,1812.5,1960.938,507.812;750.000;781.250;781.250;570.312;492.188,578.125;1531.250;1554.688;1554.688;1156.250;789.062,867.188;1726.562;1726.562;1726.562;1617.188;1359.375,1429.688;1820.312;1820.312;1812.500;1820.312;1710.938,1882.812;1968.750;1960.938;1960.938;1968.750;1976.562,-52.85,6.0,,,,6.912,1781.25,1403.808,,6.52,,,,1781.25,531.250;1742.188;1781.250;1781.250;1968.750;1562.500,6.445,1968.75,37.842,531.25,-12.695,1.0,37.842;1.221;0.000;5.859;-12.695,,-63.38,1403.808,0.6,,,19.18,6081.0,1403.776,0.4,1403.776,0.4,1403.808,0.6,1403.808,0.6,,,BlobDetector,0.0,-0.719999999999998,-0.619999999999998,0.480000000000002,-0.839999999999998,-0.559999999999998,0.28,-0.739999999999998,-0.499999999999998,0.24,0.0400000000000014,0.700000000000002,0.660000000000001,[ 2.60e-05 -5.51e-04  7.72e-04  6.64e-04  8.13e-04],0.0001085562149681,"[1234.375, 1621.09375]",[0.89075794 0.70855039 0.80545496 0.96422759 0.85447308],AMAR173.4.20220913T233952Z.wav.chan0.Table.1.selections.txt,,,,AMAR173.4.20220913T233952Z.wav.chan0.Table.1.selections.FS.txt,,
287,Spectrogram 1,1,997.31,997.57,0.26,0.0,2007.812,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T233952Z.wav,997.31,AMAR173.4.20220913T233952Z.wav,7.937,,6.42,-72.51,906.25,1718.75,23:56:29.3100,2022/9/13,2022/9/13  23:56:29.3100,31913920.0,23.0,31913920.0,820.312,997.504,0.75,2007.812,,0.0,0.064,23:56:29.5700,2022/9/13,AMAR173.4.20220913T233952Z.wav,31922240.0,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T233952Z.wav,31922240.0,-8.749,,414.062,117.188,1320.312,1835.938,0.000;0.000;0.000;0.000;132.812;132.812;7.812;0.000,0.000;140.625;23.438;7.812;429.688;421.875;335.938;0.000,7.812;726.562;875.000;781.250;835.938;828.125;773.438;7.812,828.125;1023.438;1046.875;1296.875;1328.125;1328.125;1265.625;765.625,1703.125;1781.250;1960.938;1757.812;1835.938;1835.938;1828.125;1796.875,-48.39,9.0,,,,7.939,187.5,997.504,,4.69,,,,187.5,0.000;0.000;0.000;0.000;718.750;187.500;0.000;0.000,0.0,718.75,22.461,0.0,-16.602,1.0,0.000;0.000;0.000;22.461;-16.602;-5.859;0.000,,-61.53,997.504,0.75,,,25.68,8321.0,997.504,0.75,997.472,0.625,997.504,0.75,997.536,0.875,,,BlobDetector,0.0,-0.959999999999998,-0.0999999999999974,-0.499999999999999,-1.04,-0.839999999999998,0.2,-0.159999999999997,-0.0399999999999974,0.12,-0.599999999999999,-0.379999999999999,0.22,[-0.000166  0.        0.000476 -0.000138  0.000877],7.20276781994793e-05,"[0.0, 501.953125]",[0.86163245 0.98749747 0.94660288 0.89009794 0.84875612],AMAR173.4.20220913T233952Z.wav.chan0.Table.1.selections.txt,,,,AMAR173.4.20220913T233952Z.wav.chan0.Table.1.selections.FS.txt,,
344,Spectrogram 1,1,818.41,818.58,0.17,0.0,2007.812,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T233952Z.wav,818.41,AMAR173.4.20220913T233952Z.wav,7.926,,6.278,-70.0,906.25,1734.375,23:53:30.4100,2022/9/13,2022/9/13  23:53:30.4100,26189120.0,23.0,26189120.0,812.5,818.496,0.5,2007.812,,0.0,0.064,23:53:30.5800,2022/9/13,AMAR173.4.20220913T233952Z.wav,26194560.0,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T233952Z.wav,26194560.0,-8.791,,406.25,101.562,1312.5,1835.938,0.000;132.812;15.625;0.000,296.875;429.688;351.562;0.000,742.188;835.938;781.250;7.812,1265.625;1320.312;1281.250;343.750,1828.125;1843.750;1835.938;1171.875,-45.88,5.0,,,,7.943,156.25,818.496,,3.037,,,,156.25,0.000;156.250;0.000;0.000,0.0,156.25,4.883,0.0,-4.883,1.0,4.883;-4.883;0.000,,-62.04,818.496,0.5,,,29.61,5441.0,818.496,0.5,818.464,0.25,818.496,0.5,818.528,0.75,,,BlobDetector,0.0,-0.999999999999998,-0.0599999999999974,-0.479999999999999,-1.1,-0.899999999999998,0.2,-0.119999999999997,0.0200000000000027,0.14,-0.599999999999999,-0.359999999999999,0.24,[-0.000139  0.        0.000479 -0.000162  0.000825],7.43409171885854e-05,"[0.0, 501.953125]",[0.85529251 0.98579481 0.96475295 0.81482555 0.74408203],AMAR173.4.20220913T233952Z.wav.chan0.Table.1.selections.txt,,,,AMAR173.4.20220913T233952Z.wav.chan0.Table.1.selections.FS.txt,,
365,Spectrogram 1,1,885.2,885.68,0.48,0.0,2007.812,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T233952Z.wav,885.2,AMAR173.4.20220913T233952Z.wav,7.893,,5.831,-74.41,945.312,1781.25,23:54:37.2000,2022/9/13,2022/9/13  23:54:37.2000,28326400.0,23.0,28326400.0,812.5,885.504,0.6429,2007.812,,0.0,0.064,23:54:37.6800,2022/9/13,AMAR173.4.20220913T233952Z.wav,28341760.0,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T233952Z.wav,28341759.0,-8.434,,390.625,62.5,1335.938,1843.75,0.000;0.000;0.000;0.000;0.000;0.000;0.000;117.188;132.812;7.812;0.000;0.000;0.000;0.000,0.000;0.000;7.812;7.812;7.812;0.000;0.000;429.688;421.875;367.188;7.812;7.812;0.000;0.000,7.812;328.125;429.688;429.688;726.562;7.812;7.812;867.188;843.750;765.625;453.125;492.188;171.875;93.750,789.062;843.750;1101.562;1218.750;1562.500;1140.625;1109.375;1359.375;1343.750;1304.688;1179.688;906.250;789.062;734.375,1804.688;1843.750;1500.000;1820.312;1937.500;1789.062;1773.438;1859.375;1843.750;1812.500;1671.875;1546.875;1554.688;1710.938,-50.3,15.0,,,,7.937,187.5,885.504,,4.697,,,,187.5,0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;187.500;0.000;0.000;0.000;0.000;0.000,0.0,187.5,5.859,0.0,-5.859,1.0,0.000;0.000;0.000;0.000;0.000;0.000;0.000;5.859;-5.859;0.000;0.000;0.000;0.000,,-61.75,885.504,0.6429,,,22.29,15360.0,885.504,0.6429,885.472,0.5714,885.504,0.6429,885.536,0.7143,,,BlobDetector,0.0,-0.899999999999998,-0.159999999999997,-0.539999999999999,-1.26,0.0400000000000027,1.3,-0.399999999999998,0.0800000000000027,0.48,-0.919999999999999,-0.119999999999999,0.800000000000001,[-0.000163  0.        0.000464 -0.000159  0.001276],0.0002338241254031,"[0.0, 501.953125]",[0.8694053  0.98689026 0.97199635 0.87254981 0.93779565],AMAR173.4.20220913T233952Z.wav.chan0.Table.1.selections.txt,,,,AMAR173.4.20220913T233952Z.wav.chan0.Table.1.selections.FS.txt,,
