Selection,View,Channel,Begin Time (s),End Time (s),Delta Time (s),Low Freq (Hz),High Freq (Hz),Begin Path,File Offset (s),Begin File,Agg Entropy (bits),Avg Amp (U),Avg Entropy (bits),Avg Power Density (dB FS/Hz),BW 50% (Hz),BW 90% (Hz),Begin Clock Time,Begin Date,Begin Date Time,Beg File Samp (samples),Begin Hour,Begin Sample (samples),Center Freq (Hz),Center Time (s),Center Time Rel.,Delta Freq (Hz),Delta Power (dB/Hz),Dur 50% (s),Dur 90% (s),End Clock Time,End Date,End File,End File Samp (samples),End Path,End Sample (samples),Energy (dB FS),F-RMS Amp (U),Freq 25% (Hz),Freq 5% (Hz),Freq 75% (Hz),Freq 95% (Hz),Freq Contour  5% (Hz),Freq Contour 25% (Hz),Freq Contour 50% (Hz),Freq Contour 75% (Hz),Freq Contour 95% (Hz),Inband Power (dB FS),Length (frames),Leq (dB FS),Max Amp (U),Max Bearing (deg),Max Entropy (bits),Max Freq (Hz),Max Time (s),Min Amp (U),Min Entropy (bits),Min Time (s),Peak Amp (U),Peak Corr (U),Peak Freq (Hz),Peak Freq Contour (Hz),PFC Avg Slope (Hz/ms),PFC Max Freq (Hz),PFC Max Slope (Hz/ms),PFC Min Freq (Hz),PFC Min Slope (Hz/ms),PFC Num Inf Pts,PFC Slope (Hz/ms),Peak Lag (s),Peak Power Density (dB FS/Hz),Peak Time (s),Peak Time Relative,RMS Amp (U),SEL (dB FS),SNR NIST Quick (dB),Sample Length (samples),Time 25% (s),Time 25% Rel.,Time 5% (s),Time 5% Rel.,Time 75% (s),Time 75% Rel.,Time 95% (s),Time 95% Rel.,Class,Sound type,Software,Confidence,x_m,y_m,z_m,x_err_low_m,x_err_high_m,x_err_span_m,y_err_low_m,y_err_high_m,y_err_span_m,z_err_low_m,z_err_high_m,z_err_span_m,tdoa_sec,tdoa_errors_std_sec,best_freq_band_hz,corr_val,selec.file,s,t,n,source_selection_file,a,Edits
770,Spectrogram 1,1,516.25,516.68,0.43,257.812,2007.812,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T230952Z.wav,516.25,AMAR173.4.20220913T230952Z.wav,6.983,,6.892,-79.03,265.625,1250.0,23:18:28.2500,2022/9/13,2022/9/13  23:18:28.2500,16520000.0,23.0,16520000.0,1179.688,516.416,0.3846,1750.0,,0.032,0.256,23:18:28.6800,2022/9/13,AMAR173.4.20220913T230952Z.wav,16533760.0,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T230952Z.wav,16533759.0,-13.947,,1015.625,539.062,1281.25,1789.062,429.688;375.000;468.750;437.500;929.688;601.562;507.812;382.812;390.625;414.062;382.812;375.000;398.438,765.625;773.438;960.938;1062.500;1140.625;859.375;632.812;617.188;593.750;671.875;609.375;562.500;585.938,1156.250;1140.625;1242.188;1210.938;1210.938;1179.688;664.062;1093.750;1039.062;937.500;804.688;1187.500;1125.000,1523.438;1515.625;1531.250;1476.562;1281.250;1257.812;1125.000;1429.688;1273.438;1343.750;1484.375;1578.125;1406.250,1781.250;1750.000;1789.062;1906.250;1789.062;1671.875;1593.750;1843.750;1750.000;1781.250;1875.000;1929.688;1921.875,-55.51,14.0,,,,7.169,1210.938,516.416,,6.174,,,,1210.938,765.625;1140.625;1476.562;1195.312;1210.938;1210.938;664.062;632.812;546.875;546.875;390.625;390.625;585.938,-0.468,1476.562,11.719,390.625,-17.090,4.0,11.719;10.498;-8.789;0.488;0.000;-17.090;-0.977;-2.686;0.000;-4.883;0.000;6.104,,-61.28,516.416,0.3846,,,13.26,13760.0,516.416,0.3846,516.352,0.2308,516.448,0.4615,516.608,0.8462,,,BlobDetector,0.0,0.560000000000003,-0.539999999999998,0.0600000000000014,0.380000000000003,0.760000000000003,0.38,-0.879999999999998,-0.279999999999998,0.600000000000001,-0.359999999999999,0.600000000000002,0.960000000000001,[0.000465 0.000522 0.00016  0.00072  0.000422],0.0001458423759099,"[1132.8125, 1570.3125]",[0.83879253 0.91530265 0.93862358 0.92152133 0.87567946],AMAR173.4.20220913T230952Z.wav.chan0.Table.1.selections.txt,,,,AMAR173.4.20220913T230952Z.wav.chan0.Table.1.selections.FS.txt,,
795,Spectrogram 1,1,1649.49,1649.61,0.12,0.0,148.438,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T230952Z.wav,1649.49,AMAR173.4.20220913T230952Z.wav,1.404,,1.408,-72.13,7.812,15.625,23:37:21.4900,2022/9/13,2022/9/13  23:37:21.4900,52783680.0,23.0,52783680.0,0.0,1649.568,0.6667,148.438,,0.064,0.096,23:37:21.6100,2022/9/13,AMAR173.4.20220913T230952Z.wav,52787520.0,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T230952Z.wav,52787519.0,-22.997,,0.0,0.0,7.812,15.625,0.000;0.000;0.000;0.000,0.000;0.000;0.000;0.000,0.000;0.000;0.000;0.000,7.812;7.812;7.812;7.812,125.000;15.625;7.812;7.812,-59.12,4.0,,,,1.611,0.0,1649.568,,1.298,,,,0.0,0.000;0.000;0.000;0.000,0.0,0.0,0.0,0.0,0.000,0.0,0.000;0.000;0.000,,-61.07,1649.568,0.6667,,,18.99,3840.0,1649.536,0.3333,1649.504,0.0,1649.6,1.0,1649.6,1.0,,,BlobDetector,0.0,-0.299999999999998,-0.0199999999999974,-0.739999999999999,-0.599999999999998,2.66453525910038e-15,0.600000000000001,-0.299999999999998,0.240000000000003,0.54,-1.08,-0.359999999999999,0.720000000000001,[ 3.650e-04  3.290e-04  2.130e-04 -8.000e-06  1.134e-03],0.0002549511394303,"[0.0, 148.4375]",[0.60933865 0.57413916 0.62440961 0.80220174 0.7246784 ],AMAR173.4.20220913T230952Z.wav.chan0.Table.1.selections.txt,,,,AMAR173.4.20220913T230952Z.wav.chan0.Table.1.selections.FS.txt,,
819,Spectrogram 1,1,1393.96,1394.05,0.09,437.5,976.562,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T230952Z.wav,1393.96,AMAR173.4.20220913T230952Z.wav,5.409,,5.131,-77.14,179.688,406.25,23:33:05.9600,2022/9/13,2022/9/13  23:33:05.9600,44606720.0,23.0,44606720.0,625.0,1394.016,0.5,539.062,,0.032,0.064,23:33:06.0500,2022/9/13,AMAR173.4.20220913T230952Z.wav,44609600.0,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T230952Z.wav,44609600.0,-23.814,,546.875,507.812,726.562,914.062,507.812;507.812,554.688;578.125,625.000;625.000,742.188;734.375,914.062;914.062,-58.69,3.0,,,,5.437,515.625,1394.048,,4.702,,,,515.625,515.625;515.625,0.0,515.625,0.0,515.625,0.000,0.0,0.000,,-67.52,1394.048,1.0,,,13.66,2881.0,1394.016,0.5,1393.984,0.0,1394.048,1.0,1394.048,1.0,,,BlobDetector,0.0,-0.399999999999998,-0.779999999999998,-1.22,-0.559999999999998,-0.239999999999998,0.32,-0.959999999999998,-0.559999999999998,0.4,-1.4,-1.0,0.4,[-7.19e-04  3.31e-04 -9.10e-05  2.45e-04  7.23e-04],0.0001470616029974,"[707.03125, 976.5625]",[0.86018276 0.82712193 0.78851943 0.68465196 0.80611624],AMAR173.4.20220913T230952Z.wav.chan0.Table.1.selections.txt,,,,AMAR173.4.20220913T230952Z.wav.chan0.Table.1.selections.FS.txt,,
864,Spectrogram 1,1,1520.19,1520.27,0.08,0.0,140.625,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T230952Z.wav,1520.19,AMAR173.4.20220913T230952Z.wav,2.308,,2.269,-76.79,7.812,140.625,23:35:12.1900,2022/9/13,2022/9/13  23:35:12.1900,48646080.0,23.0,48646080.0,125.0,1520.224,0.5,140.625,,0.064,0.064,23:35:12.2700,2022/9/13,AMAR173.4.20220913T230952Z.wav,48648640.0,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T230952Z.wav,48648640.0,-29.132,,125.0,0.0,132.812,140.625,0.000;0.000;0.000,85.938;125.000;125.000,125.000;132.812;125.000,132.812;132.812;132.812,140.625;140.625;132.812,-64.01,3.0,,,,2.366,132.812,1520.224,,2.177,,,,132.812,132.812;132.812;132.812,0.0,132.812,0.0,132.812,0.000,0.0,0.000;0.000,,-67.68,1520.224,0.5,,,21.21,2561.0,1520.192,0.0,1520.192,0.0,1520.256,1.0,1520.256,1.0,,,BlobDetector,0.0,-0.0799999999999974,0.220000000000003,-1.5,-0.359999999999998,0.280000000000003,0.640000000000001,-0.0599999999999974,0.600000000000003,0.660000000000001,-1.5,-1.28,0.22,[-1.10e-04  3.76e-04  3.90e-05 -1.52e-04  2.43e-04],0.0002035178645144,"[0.0, 140.625]",[0.79458992 0.75584629 0.52595222 0.89593882 0.78160628],AMAR173.4.20220913T230952Z.wav.chan0.Table.1.selections.txt,,,,AMAR173.4.20220913T230952Z.wav.chan0.Table.1.selections.FS.txt,,
957,Spectrogram 1,1,1618.59,1618.64,0.05,437.5,695.312,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T230952Z.wav,1618.59,AMAR173.4.20220913T230952Z.wav,4.094,,4.083,-86.44,39.062,171.875,23:36:50.5900,2022/9/13,2022/9/13  23:36:50.5900,51794880.0,23.0,51794880.0,570.312,1618.624,1.0,257.812,,0.0,0.032,23:36:50.6400,2022/9/13,AMAR173.4.20220913T230952Z.wav,51796480.0,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T230952Z.wav,51796480.0,-38.013,,562.5,500.0,601.562,671.875,500.000,562.500,570.312,601.562,671.875,-71.13,2.0,,,,4.154,570.312,1618.624,,4.011,,,,570.312,570.312,,570.312,0.0,570.312,179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000,0.0,,,-75.63,1618.624,1.0,,,15.0,1601.0,1618.624,1.0,1618.592,0.0,1618.624,1.0,1618.624,1.0,,,BlobDetector,0.0,-0.179999999999997,-0.579999999999998,-1.5,-0.579999999999998,0.280000000000003,0.860000000000001,-1.02,0.0600000000000027,1.08,-1.5,-1.08,0.42,[-0.000763  0.00077  -0.000152  0.000208  0.000599],0.0003256238971009,"[437.5, 695.3125]",[0.8058475  0.75273744 0.78112623 0.65576899 0.72972437],AMAR173.4.20220913T230952Z.wav.chan0.Table.1.selections.txt,,,,AMAR173.4.20220913T230952Z.wav.chan0.Table.1.selections.FS.txt,,
1184,Spectrogram 1,1,1044.42,1044.59,0.17,0.0,2007.812,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T230952Z.wav,1044.42,AMAR173.4.20220913T230952Z.wav,7.921,,7.042,-69.77,921.875,1726.562,23:27:16.4200,2022/9/13,2022/9/13  23:27:16.4200,33421440.0,23.0,33421440.0,812.5,1044.512,0.5,2007.812,,0.0,0.064,23:27:16.5900,2022/9/13,AMAR173.4.20220913T230952Z.wav,33426880.0,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T230952Z.wav,33426879.0,-8.561,,398.438,101.562,1320.312,1828.125,0.000;93.750;125.000;7.812;0.000,7.812;390.625;429.688;304.688;257.812,257.812;804.688;828.125;757.812;328.125,945.312;1320.312;1320.312;1304.688;1367.188,1726.562;1835.938;1835.938;1820.312;1625.000,-45.65,5.0,,,,7.927,179.688,1044.512,,5.652,,,,179.688,0.000;0.000;179.688;0.000;257.812,2.014,257.812,8.057,0.0,-5.615,2.0,0.000;5.615;-5.615;8.057,,-61.08,1044.512,0.5,,,22.39,5440.0,1044.512,0.5,1044.48,0.25,1044.512,0.5,1044.544,0.75,,,BlobDetector,0.0,-0.899999999999998,-0.159999999999997,-0.539999999999999,-1.24,-0.339999999999998,0.900000000000001,-0.379999999999998,0.0800000000000027,0.46,-0.899999999999999,-0.119999999999999,0.780000000000001,[-0.000167  0.        0.000444 -0.000151  0.00126 ],0.0002267429158566,"[0.0, 501.953125]",[0.87289018 0.98810747 0.94464889 0.88329411 0.75925719],AMAR173.4.20220913T230952Z.wav.chan0.Table.1.selections.txt,,,,AMAR173.4.20220913T230952Z.wav.chan0.Table.1.selections.FS.txt,,
1818,Spectrogram 1,1,1675.24,1675.31,0.07,0.0,140.625,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T230952Z.wav,1675.24,AMAR173.4.20220913T230952Z.wav,1.346,,1.34,-72.46,7.812,7.812,23:37:47.2400,2022/9/13,2022/9/13  23:37:47.2400,53607680.0,23.0,53607680.0,0.0,1675.296,1.0,140.625,,0.032,0.032,23:37:47.3100,2022/9/13,AMAR173.4.20220913T230952Z.wav,53609920.0,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T230952Z.wav,53609920.0,-26.558,,0.0,0.0,7.812,7.812,0.000,0.000,0.000,7.812,7.812,-59.67,2.0,,,,1.482,0.0,1675.296,,1.197,,,,0.0,0.000,,0.0,0.0,0.0,179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000,0.0,,,-61.98,1675.296,1.0,,,16.3,2241.0,1675.264,0.0,1675.264,0.0,1675.296,1.0,1675.296,1.0,,,BlobDetector,0.0,-0.259999999999998,-0.239999999999998,-1.24,-0.579999999999998,0.100000000000003,0.680000000000001,-0.559999999999998,0.120000000000003,0.680000000000001,-1.5,-0.899999999999999,0.600000000000001,[ 0.00e+00  0.00e+00  0.00e+00 -1.00e-06  6.33e-04],0.0002286672032699,"[0.0, 140.625]",[0.90239159 0.76023548 0.84183441 0.89476605 0.79942201],AMAR173.4.20220913T230952Z.wav.chan0.Table.1.selections.txt,,,,AMAR173.4.20220913T230952Z.wav.chan0.Table.1.selections.FS.txt,,
1903,Spectrogram 1,1,872.42,872.54,0.12,0.0,2007.812,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T230952Z.wav,872.42,AMAR173.4.20220913T230952Z.wav,6.834,,5.553,-66.13,929.688,1656.25,23:24:24.4200,2022/9/13,2022/9/13  23:24:24.4200,27917440.0,23.0,27917440.0,398.438,872.512,1.0,2007.812,,0.032,0.064,23:24:24.5400,2022/9/13,AMAR173.4.20220913T230952Z.wav,27921280.0,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T230952Z.wav,27921280.0,-7.138,,132.812,125.0,1062.5,1781.25,125.000;125.000,132.812;218.750,140.625;609.375,289.062;1210.938,1515.625;1804.688,-42.01,3.0,,,,7.801,132.812,872.448,,3.151,,,,132.812,132.812;132.812,0.0,132.812,0.0,132.812,0.000,0.0,0.000,,-47.66,872.448,0.0,,,16.29,3841.0,872.48,0.5,872.448,0.0,872.512,1.0,872.512,1.0,,,BlobDetector,0.0,-0.379999999999998,-0.799999999999998,-0.98,-0.499999999999998,-0.219999999999998,0.28,-0.999999999999998,-0.539999999999998,0.46,-1.24,-0.679999999999999,0.56,[-4.05e-04 -8.40e-05 -6.20e-05  1.72e-04  8.02e-04],0.0001275312822014,"[1505.859375, 2007.8125]",[0.91859121 0.97523693 0.95386267 0.94173754 0.76699521],AMAR173.4.20220913T230952Z.wav.chan0.Table.1.selections.txt,,,,AMAR173.4.20220913T230952Z.wav.chan0.Table.1.selections.FS.txt,,
1959,Spectrogram 1,1,732.08,732.16,0.08,0.0,148.438,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T230952Z.wav,732.08,AMAR173.4.20220913T230952Z.wav,3.148,,2.932,-73.66,15.625,140.625,23:22:04.0800,2022/9/13,2022/9/13  23:22:04.0800,23426560.0,23.0,23426560.0,93.75,732.128,0.5,148.438,,0.032,0.064,23:22:04.1600,2022/9/13,AMAR173.4.20220913T230952Z.wav,23429120.0,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T230952Z.wav,23429120.0,-25.773,,85.938,0.0,101.562,140.625,0.000;54.688,85.938;85.938,93.750;93.750,101.562;93.750,140.625;148.438,-60.65,3.0,,,,3.185,85.938,732.128,,2.781,,,,85.938,85.938;85.938,0.0,85.938,0.0,85.938,0.000,0.0,0.000,,-64.99,732.128,0.5,,,28.37,2561.0,732.128,0.5,732.096,0.0,732.16,1.0,732.16,1.0,,,BlobDetector,0.0,0.960000000000004,-0.979999999999998,0.680000000000002,0.120000000000003,1.54,1.42,-1.48,-0.179999999999997,1.3,-0.339999999999999,1.32,1.66,[ 0.000646  0.000181 -0.000134  0.001289  0.000301],0.0001751259038602,"[0.0, 148.4375]",[0.92569495 0.78818061 0.94008517 0.92408954 0.92840626],AMAR173.4.20220913T230952Z.wav.chan0.Table.1.selections.txt,,,,AMAR173.4.20220913T230952Z.wav.chan0.Table.1.selections.FS.txt,,
2374,Spectrogram 1,1,176.71,176.76,0.05,476.562,671.875,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T230952Z.wav,176.71,AMAR173.4.20220913T230952Z.wav,3.177,,3.177,-72.97,23.438,70.312,23:12:48.7100,2022/9/13,2022/9/13  23:12:48.7100,5654720.0,23.0,5654720.0,593.75,176.736,,195.312,,0.0,0.0,23:12:48.7600,2022/9/13,AMAR173.4.20220913T230952Z.wav,5656320.0,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T230952Z.wav,5656320.0,-28.718,,578.125,562.5,601.562,632.812,,,,,,-58.82,1.0,,,,3.177,593.75,176.736,,3.177,,,,593.75,,,0.0,0.0,1.7976931348623157e+308,179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000,0.0,,,-65.08,176.736,,,,18.89,1601.0,176.736,,176.736,,176.736,,176.736,,,,BlobDetector,0.0,-0.179999999999997,0.100000000000003,0.140000000000001,-0.379999999999998,0.0400000000000027,0.42,-0.139999999999997,0.300000000000003,0.44,-0.139999999999999,0.400000000000002,0.54,[0.000883 0.000554 0.001477 0.000607 0.000957],0.0003009938550536,"[476.5625, 671.875]",[0.84466959 0.84236351 0.80485207 0.90325318 0.93255886],AMAR173.4.20220913T230952Z.wav.chan0.Table.1.selections.txt,,,,AMAR173.4.20220913T230952Z.wav.chan0.Table.1.selections.FS.txt,,
2391,Spectrogram 1,1,1645.04,1645.25,0.21,0.0,2007.812,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T230952Z.wav,1645.04,AMAR173.4.20220913T230952Z.wav,6.628,,4.851,-79.03,1492.188,1984.375,23:37:17.0400,2022/9/13,2022/9/13  23:37:17.0400,52641280.0,23.0,52641280.0,1078.125,1645.184,0.6667,2007.812,,0.032,0.16,23:37:17.2500,2022/9/13,AMAR173.4.20220913T230952Z.wav,52648000.0,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T230952Z.wav,52648000.0,-16.361,,54.688,0.0,1546.875,1984.375,0.000;0.000;0.000;0.000;0.000;0.000;0.000,0.000;0.000;0.000;0.000;148.438;1070.312;0.000,7.812;7.812;7.812;7.812;1039.062;1445.312;7.812,140.625;421.875;7.812;281.250;1539.062;1781.250;1132.812,1296.875;1062.500;1234.375;1093.750;1953.125;2000.000;1937.500,-54.92,7.0,,,,6.955,0.0,1645.152,,3.194,,,,0.0,0.000;0.000;0.000;0.000;0.000;0.000;0.000,0.0,0.0,0.0,0.0,0.000,0.0,0.000;0.000;0.000;0.000;0.000;0.000,,-62.52,1645.152,0.5,,,20.39,6721.0,1645.184,0.6667,1645.088,0.1667,1645.216,0.8333,1645.248,1.0,,,BlobDetector,0.0,-0.599999999999998,-0.719999999999998,-0.859999999999999,-0.699999999999998,-0.439999999999998,0.26,-0.859999999999998,-0.559999999999998,0.3,-1.04,-0.539999999999999,0.5,[-6.46e-04 -1.80e-05  1.14e-04  1.99e-04  6.74e-04],0.0001099102722673,"[1003.90625, 1505.859375]",[0.88219893 0.80825762 0.95113047 0.93187122 0.89396859],AMAR173.4.20220913T230952Z.wav.chan0.Table.1.selections.txt,,,,AMAR173.4.20220913T230952Z.wav.chan0.Table.1.selections.FS.txt,,
2543,Spectrogram 1,1,393.53,393.6,0.07,0.0,132.812,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T230952Z.wav,393.53,AMAR173.4.20220913T230952Z.wav,3.642,,3.53,-85.52,78.125,125.0,23:16:25.5300,2022/9/13,2022/9/13  23:16:25.5300,12592960.0,23.0,12592960.0,46.875,393.6,1.0,132.812,,0.032,0.064,23:16:25.6000,2022/9/13,AMAR173.4.20220913T230952Z.wav,12595200.0,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T230952Z.wav,12595200.0,-38.093,,39.062,7.812,117.188,132.812,7.812;0.000;23.438,39.062;39.062;39.062,54.688;85.938;46.875,109.375;125.000;85.938,132.812;132.812;125.000,-72.97,3.0,,,,3.728,46.875,393.6,,3.301,,,,46.875,46.875;39.062;46.875,0.0,46.875,0.244,39.062,-0.244,1.0,-0.244;0.244,,-77.35,393.6,1.0,,,12.89,2241.0,393.568,0.5,393.536,0.0,393.6,1.0,393.6,1.0,,,BlobDetector,0.0,0.400000000000003,0.540000000000003,-1.16,-0.0399999999999974,0.840000000000003,0.880000000000001,0.0400000000000027,0.960000000000004,0.920000000000001,-1.42,-0.839999999999999,0.580000000000001,[5.38e-04 3.16e-04 1.14e-04 2.60e-05 2.92e-04],0.000234800626013,"[0.0, 132.8125]",[0.53583313 0.50658111 0.69265936 0.73748304 0.56825454],AMAR173.4.20220913T230952Z.wav.chan0.Table.1.selections.txt,,,,AMAR173.4.20220913T230952Z.wav.chan0.Table.1.selections.FS.txt,,
2561,Spectrogram 1,1,697.15,697.35,0.2,257.812,734.375,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T230952Z.wav,697.15,AMAR173.4.20220913T230952Z.wav,5.709,,5.391,-82.92,187.5,398.438,23:21:29.1500,2022/9/13,2022/9/13  23:21:29.1500,22308800.0,23.0,22308800.0,507.812,697.28,0.6667,476.562,,0.096,0.192,23:21:29.3500,2022/9/13,AMAR173.4.20220913T230952Z.wav,22315200.0,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T230952Z.wav,22315200.0,-26.438,,390.625,265.625,578.125,664.062,265.625;257.812;257.812;265.625;312.500;320.312,414.062;351.562;312.500;359.375;437.500;437.500,515.625;500.000;437.500;437.500;515.625;523.438,578.125;562.500;546.875;570.312;585.938;593.750,664.062;656.250;625.000;656.250;664.062;671.875,-64.99,7.0,,,,5.67,257.812,697.216,,5.218,,,,257.812,515.625;257.812;257.812;398.438;523.438;593.750,0.488,593.75,4.395,257.812,-8.057,1.0,-8.057;0.000;4.395;3.906;2.197,,-75.89,697.216,0.3333,,,11.13,6401.0,697.216,0.3333,697.152,0.0,697.312,0.8333,697.344,1.0,,,BlobDetector,0.0,-0.719999999999998,0.400000000000003,-0.98,-0.719999999999998,-0.679999999999998,0.04,0.400000000000003,0.420000000000003,0.02,-1.0,-0.94,0.0600000000000001,[-2.30e-05  3.80e-04  4.72e-04 -5.11e-04  6.43e-04],1.55578765342116e-05,"[496.09375, 734.375]",[0.79516987 0.58463549 0.53484513 0.84331117 0.52505747],AMAR173.4.20220913T230952Z.wav.chan0.Table.1.selections.txt,e,,may be part of grunt,AMAR173.4.20220913T230952Z.wav.chan0.Table.1.selections.FS.txt,,
3173,Spectrogram 1,1,1058.42,1058.55,0.13,0.0,2007.812,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T230952Z.wav,1058.42,AMAR173.4.20220913T230952Z.wav,7.868,,6.754,-68.81,960.938,1734.375,23:27:30.4200,2022/9/13,2022/9/13  23:27:30.4200,33869440.0,23.0,33869440.0,789.062,1058.496,0.6667,2007.812,,0.032,0.064,23:27:30.5500,2022/9/13,AMAR173.4.20220913T230952Z.wav,33873600.0,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T230952Z.wav,33873600.0,-8.571,,351.562,93.75,1312.5,1828.125,0.000;0.000;125.000;93.750,125.000;125.000;398.438;375.000,132.812;140.625;828.125;804.688,882.812;937.500;1335.938;1320.312,1593.750;1664.062;1835.938;1835.938,-44.69,4.0,,,,7.916,125.0,1058.528,,5.31,,,,125.0,132.812;132.812;132.812;125.000,-0.081,132.812,0.0,125.0,-0.244,0.0,0.000;0.000;-0.244,,-60.52,1058.528,1.0,,,20.42,4161.0,1058.496,0.6667,1058.464,0.3333,1058.528,1.0,1058.528,1.0,,,BlobDetector,0.0,-0.839999999999998,-0.339999999999998,-1.5,-1.4,0.340000000000003,1.74,-0.679999999999998,0.0400000000000027,0.720000000000001,-1.5,-1.22,0.28,[-4.03e-04 -7.60e-05 -1.88e-04 -4.00e-04  7.63e-04],0.000216832874427,"[1003.90625, 1505.859375]",[0.88804499 0.9799498  0.84268126 0.88599773 0.69261126],AMAR173.4.20220913T230952Z.wav.chan0.Table.1.selections.txt,,,,AMAR173.4.20220913T230952Z.wav.chan0.Table.1.selections.FS.txt,,
